Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,21577,2022-03-16,0.0193799266,-0.018926403,-0.044135666,21,100
Market-Adjusted Model,21578,2022-03-16,-0.025640999,-0.078529195,-0.089156592,21,100
Market-Adjusted Model,21579,2022-03-16,0.4011158989,0.3227940342,0.3376003065,21,100
Market-Adjusted Model,21580,2022-03-16,0.0595744104,0.0030286471,-0.003941182,21,100
Market-Adjusted Model,21583,2022-03-16,0.0588786632,0.0018422968,-0.004636929,21,100
Market-Adjusted Model,21584,2022-03-16,-0.166402491,-0.217062446,-0.229918084,21,100
Market-Adjusted Model,21585,2022-03-16,0.0015400762,-0.062545175,-0.061975516,21,100
Market-Adjusted Model,21586,2022-03-16,-0.138660433,-0.169684061,-0.202176026,21,100
Market-Adjusted Model,21587,2022-03-16,0.0845637782,0.0301082057,0.0210481858,21,100
Market-Adjusted Model,21588,2022-03-16,7.923151E-11,-0.06409279,-0.063515592,21,100
Market-Adjusted Model,21589,2022-03-16,-0.212357744,-0.252253254,-0.275873337,21,100
Market-Adjusted Model,21590,2022-03-16,0.0015449329,-0.062540725,-0.06197066,21,100
Market-Adjusted Model,21591,2022-03-16,0.0559854109,-0.003984831,-0.007530182,21,100
Market-Adjusted Model,21592,2022-03-16,0.0126581979,-0.033913524,-0.050857394,21,100
Market-Adjusted Model,21593,2022-03-16,-0.277288555,-0.354348558,-0.340804148,21,100
Market-Adjusted Model,21594,2022-03-16,0.0466712666,-0.009808935,-0.016844326,21,100
Market-Adjusted Model,21595,2022-03-16,0.1153479663,0.0862551949,0.0518323739,21,100
Market-Adjusted Model,21596,2022-03-16,-0.168630983,-0.235948782,-0.232146575,21,100
Market-Adjusted Model,21597,2022-03-16,0.0932294979,0.0289778431,0.0297139055,21,100
Market-Adjusted Model,21598,2022-03-16,-0.015247201,-0.070298616,-0.078762794,21,100
Market-Adjusted Model,21599,2022-03-16,-0.256600638,-0.337188272,-0.32011623,21,100
Market-Adjusted Model,21600,2022-03-16,0.0254506673,-0.030935625,-0.038064925,21,100
Market-Adjusted Model,21601,2022-03-16,-0.057001959,-0.090559536,-0.120517552,21,100
Market-Adjusted Model,21604,2022-03-16,-0.086206929,-0.089739945,-0.149722521,21,100
Market-Adjusted Model,21605,2022-03-16,-0.004341109,-0.055237111,-0.067856701,21,100
Market-Adjusted Model,21606,2022-03-16,-0.149380826,-0.206383809,-0.212896419,21,100
Market-Adjusted Model,21607,2022-03-16,0.1541352767,0.088523162,0.0906196843,21,100
Market-Adjusted Model,21608,2022-03-16,-0.053736267,-0.09594004,-0.117251859,21,96
Market-Adjusted Model,21609,2022-03-16,0.0365207217,0.0033384649,-0.026994871,21,95
Market-Adjusted Model,21612,2022-03-16,0.1190159492,0.0659851076,0.0555003568,21,99
Market-Adjusted Model,21613,2022-03-16,-0.072625712,-0.129416332,-0.136141305,21,99
Market-Adjusted Model,21614,2022-03-16,0.0998439897,0.0725641548,0.0363283973,21,99
Market-Adjusted Model,21615,2022-03-16,0.0432897295,-0.020034841,-0.020225863,21,100
Market-Adjusted Model,21616,2022-03-16,0.0680747131,0.0074202931,0.0045591207,21,100
Market-Adjusted Model,21617,2022-03-16,0.0100502868,-0.042898383,-0.053465306,21,100
Market-Adjusted Model,21618,2022-03-16,0.0737437812,0.0292986786,0.0102281888,21,100
Market-Adjusted Model,21619,2022-03-16,0.0036045157,-0.060464909,-0.059911077,21,100
Market-Adjusted Model,21620,2022-03-16,0.0693010653,0.0071466377,0.0057854729,21,100
Market-Adjusted Model,21621,2022-03-16,-0.015387986,-0.079476935,-0.078903578,21,100
Market-Adjusted Model,21622,2022-03-16,-0.008123747,-0.071461711,-0.071639339,21,100
Market-Adjusted Model,21623,2022-03-16,0.0624902631,0.0045991336,-0.001025329,21,100
Market-Adjusted Model,21624,2022-03-16,-0.338461576,-0.446649415,-0.401977168,21,100
Market-Adjusted Model,21625,2022-03-16,-0.001031917,-0.065123111,-0.064547509,21,100
Market-Adjusted Model,21626,2022-03-16,0.0755388784,0.0301935546,0.012023286,21,98
Market-Adjusted Model,21627,2022-03-16,0.1389114681,0.0722678784,0.0753958757,21,100
Market-Adjusted Model,21628,2022-03-16,0.0030960463,-0.060961646,-0.060419546,21,100
Market-Adjusted Model,21631,2022-03-16,0.0176679133,-0.044514853,-0.045847679,21,100
Market-Adjusted Model,21632,2022-03-16,0.0515426662,0.0010879287,-0.011972926,21,100
Market-Adjusted Model,21633,2022-03-16,0.0328903883,-0.030184264,-0.030625204,21,100
Market-Adjusted Model,21634,2022-03-16,0.3251833544,0.3268578416,0.261667762,21,100
Market-Adjusted Model,21635,2022-03-16,-0.026503235,-0.090322679,-0.090018827,21,100
Market-Adjusted Model,21636,2022-03-16,-0.016229729,-0.079924954,-0.079745322,21,100
Market-Adjusted Model,21639,2022-03-16,0.0027787737,-0.060826263,-0.060736819,21,100
Market-Adjusted Model,21640,2022-03-16,-0.04270092,-0.106011778,-0.106216512,21,100
Market-Adjusted Model,21641,2022-03-16,-0.298675503,-0.405530665,-0.362191095,21,100
Market-Adjusted Model,21642,2022-03-16,0.0314553125,-0.032769664,-0.03206028,21,100
Market-Adjusted Model,21643,2022-03-16,0.0462133031,-0.015721703,-0.017302289,21,100
Market-Adjusted Model,21644,2022-03-16,0.0025826054,-0.061448699,-0.060932987,21,100
Market-Adjusted Model,21647,2022-03-16,-0.031107248,-0.095484472,-0.09462284,21,100
Market-Adjusted Model,21648,2022-03-16,-0.068741356,-0.127164173,-0.132256948,21,100
Market-Adjusted Model,21649,2022-03-16,0.0717069828,0.0073230391,0.0081913904,21,100
Market-Adjusted Model,21650,2022-03-16,0.066332115,0.0020776956,0.0028165226,21,100
Market-Adjusted Model,21651,2022-03-16,0.0069423885,-0.05716353,-0.056573204,21,100
Market-Adjusted Model,21652,2022-03-16,0.0881876693,0.0263473239,0.0246720769,21,100
Market-Adjusted Model,21655,2022-03-16,0.0417508644,-0.02258048,-0.021764728,21,100
Market-Adjusted Model,21656,2022-03-16,-0.00335289,-0.067116286,-0.066868482,21,100
Market-Adjusted Model,21657,2022-03-16,0.0425647415,-0.018744383,-0.020950851,21,100
Market-Adjusted Model,21658,2022-03-16,0.0658140803,0.0018281084,0.0022984879,21,100
Market-Adjusted Model,21659,2022-03-16,0.0049873942,-0.037833138,-0.058528198,21,100
Market-Adjusted Model,21660,2022-03-16,0.0522452732,-0.011721237,-0.011270319,21,100
Market-Adjusted Model,21663,2022-03-16,0.0422163887,0.0401718596,-0.021299204,21,100
Market-Adjusted Model,21664,2022-03-16,-2.287218E-9,-0.015554865,-0.063515595,21,100
Market-Adjusted Model,21665,2022-03-16,0.0036120543,-0.060459465,-0.059903538,21,100
Market-Adjusted Model,21666,2022-03-16,0.0565660669,-0.007509116,-0.006949526,21,100
Market-Adjusted Model,21667,2022-03-16,0.0588880167,-0.005187244,-0.004627576,21,100
Market-Adjusted Model,21668,2022-03-16,0.0443946077,-0.019960259,-0.019120985,21,100
Market-Adjusted Model,21669,2022-03-16,0.0333375225,-0.030894096,-0.03017807,21,100
Market-Adjusted Model,21670,2022-03-16,0.0294608942,-0.034709892,-0.034054698,21,100
Market-Adjusted Model,21671,2022-03-16,-0.001530647,-0.06547581,-0.06504624,21,100
Market-Adjusted Model,21672,2022-03-16,-0.009803276,-0.073689101,-0.073318868,21,100
Market-Adjusted Model,21673,2022-03-16,0.0052470474,-0.057901499,-0.058268545,21,100
Market-Adjusted Model,21674,2022-03-16,0.0487526189,-0.013571175,-0.014762974,21,100
Market-Adjusted Model,21675,2022-03-16,0.0055304489,-0.0580204,-0.057985143,21,100
Market-Adjusted Model,21676,2022-03-16,0.2893891981,0.2213750997,0.2258736057,21,100
Market-Adjusted Model,21677,2022-03-16,-0.072486618,-0.137779772,-0.136002211,21,100
Market-Adjusted Model,21678,2022-03-16,0.0358068826,-0.027956038,-0.02770871,21,100
Market-Adjusted Model,21679,2022-03-16,0.0796232419,0.0211894055,0.0161076495,21,100
Market-Adjusted Model,21680,2022-03-16,0.0430716121,-0.017798436,-0.02044398,21,100
Market-Adjusted Model,21681,2022-03-16,0.0815004355,0.0150936282,0.0179848431,21,98
Market-Adjusted Model,21682,2022-03-16,0.0626517698,-0.001683168,-0.000863823,21,98
Market-Adjusted Model,21683,2022-03-16,-0.263529395,-0.350610837,-0.327044988,21,100
Market-Adjusted Model,21684,2022-03-16,-0.233701135,-0.30725224,-0.297216727,21,98
Market-Adjusted Model,21685,2022-03-16,0.2277835039,0.1745977701,0.1642679115,21,100
Market-Adjusted Model,21686,2022-03-16,-0.228013054,-0.289812812,-0.291528646,21,100
Market-Adjusted Model,21687,2022-03-16,-0.004028192,-0.067968677,-0.067543785,21,100
Market-Adjusted Model,21690,2022-03-16,-0.166820946,-0.231786912,-0.230336538,21,97
Market-Adjusted Model,21691,2022-03-16,-0.198019796,-0.248619779,-0.261535389,21,100
Market-Adjusted Model,21692,2022-03-16,0.2732301179,0.1919890815,0.2097145255,21,100
Market-Adjusted Model,21693,2022-03-16,-0.144414159,-0.201088298,-0.207929751,21,98
Market-Adjusted Model,21694,2022-03-16,0.1723936482,0.1102099494,0.1088780558,21,100
Market-Adjusted Model,21695,2022-03-16,-0.350245505,-0.452416138,-0.413761097,21,100
Market-Adjusted Model,21698,2022-03-16,1.1753247259,1.1786870892,1.1118091335,21,100
Market-Adjusted Model,21699,2022-03-16,-0.003027218,-0.067113741,-0.066542811,21,100
Market-Adjusted Model,21700,2022-03-16,0.0093360159,-0.054730896,-0.054179576,21,100
Market-Adjusted Model,21701,2022-03-16,-0.139969697,-0.192276577,-0.203485289,21,100
Market-Adjusted Model,21702,2022-03-16,0.0732708143,0.0380859931,0.0097552219,21,100
Market-Adjusted Model,21703,2022-03-16,0.0082028783,-0.054236303,-0.055312714,21,100
Market-Adjusted Model,21704,2022-03-16,0.0014955476,-0.06259071,-0.062020045,21,99
Market-Adjusted Model,21705,2022-03-16,0.1417910994,0.0964852088,0.078275507,21,100
Market-Adjusted Model,21706,2022-03-16,0.0067217764,-0.05737598,-0.056793816,21,100
Market-Adjusted Model,21707,2022-03-16,-0.010695225,-0.054888524,-0.074210818,21,100
Market-Adjusted Model,21708,2022-03-16,0.0094098034,-0.052550871,-0.054105789,21,100
Market-Adjusted Model,21711,2022-03-16,0.0098855642,-0.054221265,-0.053630028,21,99
Market-Adjusted Model,21712,2022-03-16,0.7538461711,0.6151914774,0.6903305787,21,97
Market-Adjusted Model,21713,2022-03-16,0.1286549639,0.0691843848,0.0651393715,21,100
Market-Adjusted Model,21714,2022-03-16,-0.064102492,-0.078324036,-0.127618085,21,98
Market-Adjusted Model,21715,2022-03-16,0.00401606,-0.058040625,-0.059499532,21,97
Market-Adjusted Model,21716,2022-03-16,-0.127431856,-0.185515475,-0.190947448,21,100
Market-Adjusted Model,21719,2022-03-16,0.0030090002,-0.061090078,-0.060506592,21,100
Market-Adjusted Model,21720,2022-03-16,0.0009970318,-0.063073506,-0.062518561,21,97
Market-Adjusted Model,21721,2022-03-16,0.1886793064,0.1305025123,0.125163714,21,100
Market-Adjusted Model,21722,2022-03-16,0.314285694,0.2344957046,0.2507701016,21,100
Market-Adjusted Model,21723,2022-03-16,0.2370433122,0.2022572191,0.1735277198,21,98
Market-Adjusted Model,21724,2022-03-16,0.0728155822,0.0399500039,0.0092999898,21,100
Market-Adjusted Model,21727,2022-03-16,0.0879681741,0.0368038282,0.0244525817,21,100
Market-Adjusted Model,21728,2022-03-16,-0.052642008,-0.117660763,-0.1161576,21,100
Market-Adjusted Model,21729,2022-03-16,-0.685174256,-0.79783086,-0.748689848,21,98
Market-Adjusted Model,21730,2022-03-16,0.0359999582,-0.000017083,-0.027515634,21,100
Market-Adjusted Model,21731,2022-03-16,-0.07659211,-0.111355467,-0.140107702,21,100
Market-Adjusted Model,21732,2022-03-16,-0.029914528,-0.07226817,-0.09343012,21,97
Market-Adjusted Model,21735,2022-03-16,-0.152912604,-0.183040127,-0.216428197,21,97
Market-Adjusted Model,21736,2022-03-16,-0.491289169,-0.633955663,-0.554804761,21,98
Market-Adjusted Model,21737,2022-03-16,-0.192982429,-0.248454114,-0.256498022,21,100
Market-Adjusted Model,21738,2022-03-16,0.0823091015,0.0167354295,0.0187935091,21,100
Market-Adjusted Model,21739,2022-03-16,0.0035550885,-0.06045946,-0.059960504,21,100
Market-Adjusted Model,21740,2022-03-16,-0.003015049,-0.066905875,-0.066530641,21,99
Market-Adjusted Model,21742,2022-03-16,0.0757371825,0.0175716939,0.0122215901,21,100
Market-Adjusted Model,21743,2022-03-16,-0.25000005,-0.325857896,-0.313515642,21,100
Market-Adjusted Model,21744,2022-03-16,-0.01754391,-0.069127233,-0.081059502,21,100
Market-Adjusted Model,21745,2022-03-16,0.0204379328,-0.015019826,-0.04307766,21,97
Market-Adjusted Model,21746,2022-03-16,-0.009892818,-0.071743109,-0.073408411,21,100
Market-Adjusted Model,21747,2022-03-16,-0.05439896,-0.067261544,-0.117914552,21,98
Market-Adjusted Model,21748,2022-03-16,-0.049064299,-0.103820253,-0.112579891,21,100
Market-Adjusted Model,21749,2022-03-16,-0.081666624,-0.134128531,-0.145182216,21,100
Market-Adjusted Model,21750,2022-03-16,-0.438343836,-0.605561395,-0.501859429,21,97
Market-Adjusted Model,21751,2022-03-16,0.0088174314,-0.055285986,-0.054698161,21,100
Market-Adjusted Model,21752,2022-03-16,0.0029939864,-0.060698364,-0.060521606,21,100
Market-Adjusted Model,21753,2022-03-16,0.0071942729,-0.056751424,-0.056321319,21,100
Market-Adjusted Model,21754,2022-03-16,-0.003802367,-0.021028291,-0.06731796,21,100
Market-Adjusted Model,21755,2022-03-16,0.0056022024,-0.058497599,-0.05791339,21,100
Market-Adjusted Model,21756,2022-03-16,-0.19532655,-0.261943755,-0.258842143,21,97
Market-Adjusted Model,21757,2022-03-16,-0.220883511,-0.280364253,-0.284399103,21,100
Market-Adjusted Model,21758,2022-03-16,-0.339285763,-0.442046584,-0.402801356,21,100
Market-Adjusted Model,21759,2022-03-16,-0.335863376,-0.452009376,-0.399378968,21,98
Market-Adjusted Model,21760,2022-03-16,0.2877359327,0.2132707951,0.2242203403,21,100
Market-Adjusted Model,21761,2022-03-16,0.0191457996,0.0256067379,-0.044369793,21,100
Market-Adjusted Model,21762,2022-03-16,-0.072133618,-0.109463169,-0.13564921,21,97
Market-Adjusted Model,21763,2022-03-16,-0.265225967,-0.296818656,-0.32874156,21,100
Market-Adjusted Model,21764,2022-03-16,-0.3056193,-0.396863756,-0.369134893,21,100
Market-Adjusted Model,21765,2022-03-16,0.0072539531,-0.056839317,-0.056261639,21,100
Market-Adjusted Model,21766,2022-03-16,0.0030959476,-0.060963923,-0.060419645,21,97
Market-Adjusted Model,21767,2022-03-16,-0.216931184,-0.272053567,-0.280446777,21,99
Market-Adjusted Model,21770,2022-03-16,0.1022727595,0.2300675568,0.0387571671,21,100
Market-Adjusted Model,21771,2022-03-16,-0.294612789,-0.377379292,-0.358128382,21,100
Market-Adjusted Model,21772,2022-03-16,0.0010074833,-0.063051122,-0.062508109,21,100
Market-Adjusted Model,21773,2022-03-16,-0.021754905,-0.083842206,-0.085270498,21,99
Market-Adjusted Model,21774,2022-03-16,0.0345334506,-0.028670353,-0.028982142,21,100
Market-Adjusted Model,21775,2022-03-16,0.0408401877,-0.017774483,-0.022675405,21,100
Market-Adjusted Model,21776,2022-03-16,0.118399245,0.0491570551,0.0548836526,21,100
Market-Adjusted Model,21778,2022-03-16,-0.310426488,-0.41879435,-0.37394208,21,100
Market-Adjusted Model,21779,2022-03-16,0.0130775587,-0.017994306,-0.050438034,21,97
Market-Adjusted Model,21780,2022-03-16,-0.131578899,-0.169845746,-0.195094491,21,100
Market-Adjusted Model,21781,2022-03-16,0.0738254862,0.0091097776,0.0103098938,21,100
Market-Adjusted Model,21782,2022-03-16,0.1449703385,0.0878392161,0.081454746,21,100
Market-Adjusted Model,21783,2022-03-16,-0.324786339,-0.403639739,-0.388301931,21,100
Market-Adjusted Model,21786,2022-03-16,-0.099999997,-0.128155556,-0.16351559,21,100
Market-Adjusted Model,21787,2022-03-16,0.2741935691,0.3633505153,0.2106779767,21,100
Market-Adjusted Model,21788,2022-03-16,0.1503005937,0.1438235124,0.0867850013,21,100
Market-Adjusted Model,21789,2022-03-16,-0.093350077,-0.149922487,-0.15686567,21,93
Market-Adjusted Model,21790,2022-03-16,-0.23006135,-0.260268019,-0.293576942,21,92
Market-Adjusted Model,21791,2022-03-16,0.0720537898,0.0750576239,0.0085381974,21,81
Market-Adjusted Model,21792,2022-03-16,0.1450893466,0.0731710658,0.0815737542,21,100
Market-Adjusted Model,21794,2022-03-16,-0.132716075,-0.178765563,-0.196231667,21,79
Market-Adjusted Model,21795,2022-03-16,0.0041407832,-0.059904013,-0.059374809,21,76
Market-Adjusted Model,21796,2022-03-16,0.0693747251,0.0053044947,0.0058591327,21,93
Market-Adjusted Model,21797,2022-03-16,-0.005858012,-0.069972457,-0.069373605,21,89
Market-Adjusted Model,21798,2022-03-16,0.0638575057,-0.000551456,0.0003419133,21,80
Market-Adjusted Model,21799,2022-03-16,-0.146939623,-0.210111087,-0.210455215,21,93
Market-Adjusted Model,21800,2022-03-16,0.0213274225,-0.041430731,-0.04218817,21,78
Market-Adjusted Model,21801,2022-03-16,0.0390935309,-0.024743968,-0.024422062,21,78
Market-Adjusted Model,21802,2022-03-16,0.0337385118,-0.030486845,-0.029777081,21,78
Market-Adjusted Model,21803,2022-03-16,0.0171183732,-0.046905447,-0.046397219,21,78
Market-Adjusted Model,21804,2022-03-16,0.0610656315,-0.003112334,-0.002449961,21,89
Market-Adjusted Model,21807,2022-03-16,-0.005418965,-0.031433536,-0.068934558,21,94
Market-Adjusted Model,21808,2022-03-16,-0.02805659,-0.092491904,-0.091572182,21,83
Market-Adjusted Model,21809,2022-03-16,0.1421121423,0.1061140067,0.0785965499,21,89
Market-Adjusted Model,21810,2022-03-16,0.1042266076,0.0419312781,0.0407110151,21,75
Market-Adjusted Model,21811,2022-03-16,0.0576335404,-0.001127104,-0.005882052,21,80
Market-Adjusted Model,21812,2022-03-16,0.0686870973,0.0038721235,0.0051715049,21,93
Market-Adjusted Model,21814,2022-03-16,0.0301184481,-0.031013378,-0.033397144,21,93
Market-Adjusted Model,21815,2022-03-16,0.0490340516,-0.011265859,-0.014481541,21,93
Market-Adjusted Model,21816,2022-03-16,-0.100984446,-0.169203709,-0.164500039,21,92
Market-Adjusted Model,21817,2022-03-16,0.0606636846,-0.002496984,-0.002851908,21,94
Market-Adjusted Model,21818,2022-03-16,0.0584100427,-0.003036496,-0.00510555,21,94
Market-Adjusted Model,21819,2022-03-16,0.0665270289,0.0019964818,0.0030114365,21,80
Market-Adjusted Model,21820,2022-03-16,0.0077881425,-0.056305597,-0.05572745,21,81
Market-Adjusted Model,21822,2022-03-16,0.0051706507,-0.058909255,-0.058344942,21,83
Market-Adjusted Model,21823,2022-03-16,0.0030394864,-0.061041332,-0.060476106,21,89
Market-Adjusted Model,21824,2022-03-16,0.0071943114,-0.056901355,-0.056321281,21,93
Market-Adjusted Model,21825,2022-03-16,0.0061287457,-0.057924215,-0.057386847,21,92
Market-Adjusted Model,21826,2022-03-16,-0.023529394,-0.038361627,-0.087044987,21,88
Market-Adjusted Model,21827,2022-03-16,0.061855612,0.0059623444,-0.00165998,21,93
Market-Adjusted Model,21828,2022-03-16,0.1274900112,0.1184544881,0.0639744188,21,95
Market-Adjusted Model,21829,2022-03-16,-0.165975129,-0.090540634,-0.229490721,21,80
Market-Adjusted Model,21830,2022-03-16,0.1975116754,0.1450527288,0.133996083,21,77
Market-Adjusted Model,21831,2022-03-16,-0.087452474,-0.136892018,-0.150968066,21,78
Market-Adjusted Model,21832,2022-03-16,0.0050000191,-0.059103942,-0.058515573,21,94
Market-Adjusted Model,21833,2022-03-16,0.0030334365,-0.061061738,-0.060482156,21,87
Market-Adjusted Model,21834,2022-03-16,-0.129380063,-0.180997732,-0.192895655,21,75
Market-Adjusted Model,21835,2022-03-16,0.0009970318,-0.063076962,-0.062518561,21,80
Market-Adjusted Model,21836,2022-03-16,-0.135294128,-0.176518519,-0.19880972,21,90
Market-Adjusted Model,21837,2022-03-16,0.1941748104,0.2879497461,0.130659218,21,87
Market-Adjusted Model,21838,2022-03-16,-0.105628362,-0.171738466,-0.169143954,21,75
Market-Adjusted Model,21839,2022-03-16,0.0005098575,-0.061471581,-0.063005735,21,94
Market-Adjusted Model,21840,2022-03-16,0.0050760643,-0.059012379,-0.058439528,21,83
Market-Adjusted Model,21841,2022-03-16,0.0483870445,0.0928474053,-0.015128548,21,87
Market-Adjusted Model,21842,2022-03-16,-0.054237342,-0.092420347,-0.117752935,21,90
Market-Adjusted Model,21843,2022-03-16,0.2269709202,0.166120323,0.1634553278,21,93
Market-Adjusted Model,21844,2022-03-16,0.5970318937,0.4322821992,0.5335163013,21,75
